Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,ATP synthesis coupled proton transport (GO:0015986),3/19,0.000214642962922356,0.0061993938114633,0,0,30.521004098360656,257.79671555016694,ATP5F1A;ATP5F1B;ATP5MC3
GO_Biological_Process_2021,glucose catabolic process to pyruvate (GO:0061718),3/24,0.0004382232175732551,0.0113246105172878,0,0,23.24824355971897,179.7736027765765,PKM;PGAM2;ENO3
GO_Biological_Process_2021,canonical glycolysis (GO:0061621),3/24,0.0004382232175732551,0.0113246105172878,0,0,23.24824355971897,179.7736027765765,PKM;PGAM2;ENO3
GO_Biological_Process_2021,glycolytic process through glucose-6-phosphate (GO:0061620),3/25,0.0004957156878719137,0.0121698201372554,0,0,22.190387481371086,168.85793118514235,PKM;PGAM2;ENO3
GO_Biological_Process_2021,cristae formation (GO:0042407),3/28,0.0006964849565045396,0.0162844816020823,0,0,19.524590163934427,141.93331241215836,ATP5F1A;ATP5F1B;ATP5MC3
GO_Biological_Process_2021,glycolytic process (GO:0006096),3/29,0.0007733186073627941,0.0163101712557295,0,0,18.77269861286255,134.5029956690301,PKM;PGAM2;ENO3
GO_Biological_Process_2021,glutamine transport (GO:0006868),2/7,0.0007972385135183492,0.0163101712557295,0,0,64.6178861788618,461.00704660276057,SLC1A4;SLC38A3
GO_Biological_Process_2021,L-alanine transport (GO:0015808),2/7,0.0007972385135183492,0.0163101712557295,0,0,64.6178861788618,461.00704660276057,SLC1A4;SLC38A3
GO_Biological_Process_2021,regulation of striated muscle contraction (GO:0006942),3/30,0.0008553395536436244,0.0167988688335607,0,0,18.07650273224044,127.69263274463742,MYL2;MYL3;TNNI1
GO_Biological_Process_2021,actomyosin structure organization (GO:0031032),4/76,0.001318183904596,0.0246508094259229,0,0,9.09228650137741,60.29550083939944,TNNT1;TPM1;CASQ1;MYLK3
GO_Biological_Process_2021,positive regulation of sequestering of triglyceride (GO:0010890),2/9,0.0013555434918531,0.0246508094259229,0,0,46.15098722415796,304.76048109474726,FITM1;LPL
GO_Biological_Process_2021,alanine transport (GO:0032328),2/10,0.0016875070037332,0.0295916406726074,0,0,40.38008130081301,257.80674959416353,SLC1A4;SLC38A3
GO_Biological_Process_2021,gluconeogenesis (GO:0006094),3/41,0.0021362603900817,0.0349634617176708,0,0,12.836712683347711,78.92907550557395,MDH1;PGAM2;ENO3
GO_Biological_Process_2021,carbohydrate catabolic process (GO:0016052),3/41,0.0021362603900817,0.0349634617176708,0,0,12.836712683347711,78.92907550557395,PKM;PGAM2;ENO3
GO_Biological_Process_2021,regulation of muscle system process (GO:0090257),2/12,0.002454842331423,0.0376664870227728,0,0,32.300813008130085,194.11796153606656,TNNC1;TPM1
GO_Biological_Process_2021,"energy coupled proton transport, down electrochemical gradient (GO:0015985)",2/12,0.002454842331423,0.0376664870227728,0,0,32.300813008130085,194.11796153606656,ATP5F1A;ATP5MC3
GO_Biological_Process_2021,hexose biosynthetic process (GO:0019319),3/44,0.0026182148107494,0.0389558627902425,0,0,11.89564174330268,70.72271352395762,MDH1;PGAM2;ENO3
GO_Biological_Process_2021,inner mitochondrial membrane organization (GO:0007007),3/49,0.0035606533787117,0.0498474414354418,0,0,10.599964362081254,59.76059798683318,ATP5F1A;ATP5F1B;ATP5MC3
GO_Biological_Process_2021,regulation of sequestering of triglyceride (GO:0010889),2/15,0.0038578467913376,0.0498474414354418,0,0,24.84302689180738,138.06875095168758,FITM1;LPL
GO_Biological_Process_2021,glucan catabolic process (GO:0009251),2/15,0.0038578467913376,0.0498474414354418,0,0,24.84302689180738,138.06875095168758,PHKG1;AGL
GO_Biological_Process_2021,glycogen catabolic process (GO:0005980),2/15,0.0038578467913376,0.0498474414354418,0,0,24.84302689180738,138.06875095168758,PHKG1;AGL
GO_Biological_Process_2021,cardiac myofibril assembly (GO:0055003),2/15,0.0038578467913376,0.0498474414354418,0,0,24.84302689180738,138.06875095168758,MYL2;MYLK3
GO_Biological_Process_2021,cellular polysaccharide catabolic process (GO:0044247),2/16,0.0043910049054041,0.0552816258603451,0,0,23.067363530778167,125.2141974429791,PHKG1;AGL
GO_Biological_Process_2021,pyruvate metabolic process (GO:0006090),3/55,0.0049344298084278,0.0605701258984514,0,0,9.37405422446406,49.79045918148615,PKM;PGAM2;ENO3
GO_Biological_Process_2021,carboxylic acid transport (GO:0046942),3/57,0.0054538702037586,0.0619668538070534,0,0,9.025956284153006,47.038137491349865,SLC16A7;SLC1A4;SLC38A3
GO_Biological_Process_2021,fluid transport (GO:0042044),2/18,0.0055530378157033,0.0619668538070534,0,0,20.181910569105693,104.81293913113458,AQP4;UPK3A
GO_Biological_Process_2021,"synaptic transmission, glutamatergic (GO:0035249)",2/18,0.0055530378157033,0.0619668538070534,0,0,20.181910569105693,104.81293913113458,UNC13B;SLC1A4
GO_Biological_Process_2021,water transport (GO:0006833),2/18,0.0055530378157033,0.0619668538070534,0,0,20.181910569105693,104.81293913113458,AQP4;UPK3A
GO_Biological_Process_2021,response to fatty acid (GO:0070542),2/19,0.0061810868141846,0.0674425250169929,0,0,18.99378287900526,96.60734019733752,SCD;LPL
GO_Biological_Process_2021,glucose metabolic process (GO:0006006),3/62,0.0068920495064128,0.0735651371227977,0,0,8.25896082245068,41.10804239084348,MDH1;PGAM2;ENO3
GO_Biological_Process_2021,positive regulation of lipid storage (GO:0010884),2/21,0.0075292141647293,0.0770175865600439,0,0,16.992725716730853,83.07683454115329,FITM1;LPL
GO_Biological_Process_2021,intracellular lipid transport (GO:0032365),2/21,0.0075292141647293,0.0770175865600439,0,0,16.992725716730853,83.07683454115329,FABP3;THRSP
GO_Biological_Process_2021,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880),2/23,0.008997377180866,0.0883542439161049,0,0,15.372822299651569,72.41863208109412,DHRS7C;CASQ1
GO_Biological_Process_2021,triglyceride catabolic process (GO:0019433),2/23,0.008997377180866,0.0883542439161049,0,0,15.372822299651569,72.41863208109412,FABP3;LPL
GO_Biological_Process_2021,cardiac muscle cell development (GO:0055013),2/24,0.0097754847712179,0.0941130004444708,0,0,14.673318551367332,67.90632196827501,MYL2;MYLK3
GO_Biological_Process_2021,fatty acid biosynthetic process (GO:0006633),3/71,0.0100016292269986,0.0944384605856985,0,0,7.162608486017358,32.98386419725095,SCD;LPL;TECRL
GO_Biological_Process_2021,glycogen metabolic process (GO:0005977),2/28,0.0131724006215233,0.1175936128212355,0,0,12.413383364602876,53.74537564067526,PHKG1;AGL
GO_Biological_Process_2021,L-amino acid transport (GO:0015807),2/28,0.0131724006215233,0.1175936128212355,0,0,12.413383364602876,53.74537564067526,SLC1A4;SLC38A3
GO_Biological_Process_2021,neutral amino acid transport (GO:0015804),2/28,0.0131724006215233,0.1175936128212355,0,0,12.413383364602876,53.74537564067526,SLC1A4;SLC38A3
GO_Biological_Process_2021,lipid biosynthetic process (GO:0008610),3/80,0.0138074542705636,0.1210617865508352,0,0,6.322546306152864,27.07659961746026,SCD;FITM1;LPL
GO_Biological_Process_2021,vascular transport (GO:0010232),3/84,0.0157283250564488,0.1354843439073054,0,0,6.009107468123862,24.951569157976863,SLC16A7;SLC1A4;SLC38A3
GO_Biological_Process_2021,transport across blood-brain barrier (GO:0150104),3/86,0.0167423380098694,0.1391691159651681,0,0,5.863717163736915,23.98151581796885,SLC16A7;SLC1A4;SLC38A3
GO_Biological_Process_2021,skeletal muscle organ development (GO:0060538),2/32,0.0170064092829125,0.1391691159651681,0,0,10.75609756097561,43.82211610481906,MYLPF;MYL6B
GO_Biological_Process_2021,long-chain fatty acid transport (GO:0015909),2/32,0.0170064092829125,0.1391691159651681,0,0,10.75609756097561,43.82211610481906,FABP3;THRSP
GO_Biological_Process_2021,very long-chain fatty acid metabolic process (GO:0000038),2/33,0.0180304477355233,0.1451303252154423,0,0,10.408602150537634,41.7977550556016,ACOT2;TECRL
GO_Biological_Process_2021,striated muscle tissue development (GO:0014706),2/34,0.0190799821723921,0.1511011491394278,0,0,10.082825203252032,39.91907002313968,MYLPF;MYL6B
GO_Biological_Process_2021,acylglycerol catabolic process (GO:0046464),2/35,0.0201546592805524,0.1570783762976387,0,0,9.77679231337768,38.17172368754352,FABP3;LPL
GO_Biological_Process_2021,regulation of heart contraction (GO:0008016),3/93,0.0205744861820979,0.1578448861782823,0,0,5.405737704918033,20.99428247523825,TPM1;ATP2B2;CASQ1
GO_Biological_Process_2021,carboxylic acid transmembrane transport (GO:1905039),2/41,0.0271113522958951,0.1918297739078104,0,0,8.27016885553471,29.83713781512144,SLC16A7;SLC38A3
GO_Biological_Process_2021,positive regulation of ATPase activity (GO:0032781),2/42,0.0283524140268162,0.1918297739078104,0,0,8.0630081300813,28.72884549583567,TPM1;MYL3
GO_Biological_Process_2021,amino-acid betaine biosynthetic process (GO:0006578),1/5,0.0308646683069593,0.1918297739078104,0,0,40.0625,139.34311073887577,ACADM
GO_Biological_Process_2021,AMP biosynthetic process (GO:0006167),1/5,0.0308646683069593,0.1918297739078104,0,0,40.0625,139.34311073887577,ADSS1
GO_Biological_Process_2021,regulation of synaptic vesicle priming (GO:0010807),1/5,0.0308646683069593,0.1918297739078104,0,0,40.0625,139.34311073887577,UNC13B
GO_Biological_Process_2021,gamma-aminobutyric acid metabolic process (GO:0009448),1/5,0.0308646683069593,0.1918297739078104,0,0,40.0625,139.34311073887577,ALDH5A1
GO_Biological_Process_2021,glial cell-derived neurotrophic factor receptor signaling pathway (GO:0035860),1/5,0.0308646683069593,0.1918297739078104,0,0,40.0625,139.34311073887577,RET
GO_Biological_Process_2021,hemoglobin metabolic process (GO:0020027),1/5,0.0308646683069593,0.1918297739078104,0,0,40.0625,139.34311073887577,ALAS1
GO_Biological_Process_2021,carnitine biosynthetic process (GO:0045329),1/5,0.0308646683069593,0.1918297739078104,0,0,40.0625,139.34311073887577,ACADM
GO_Biological_Process_2021,L-aspartate transmembrane transport (GO:0070778),1/5,0.0308646683069593,0.1918297739078104,0,0,40.0625,139.34311073887577,SLC1A4
GO_Biological_Process_2021,cellular response to nutrient (GO:0031670),1/5,0.0308646683069593,0.1918297739078104,0,0,40.0625,139.34311073887577,LPL
GO_Biological_Process_2021,medium-chain fatty acid catabolic process (GO:0051793),1/5,0.0308646683069593,0.1918297739078104,0,0,40.0625,139.34311073887577,ACADM
GO_Biological_Process_2021,positive regulation of store-operated calcium channel activity (GO:1901341),1/5,0.0308646683069593,0.1918297739078104,0,0,40.0625,139.34311073887577,CASQ1
GO_Biological_Process_2021,positive regulation of the force of heart contraction (GO:0098735),1/5,0.0308646683069593,0.1918297739078104,0,0,40.0625,139.34311073887577,MYL2
GO_Biological_Process_2021,oxaloacetate metabolic process (GO:0006107),1/5,0.0308646683069593,0.1918297739078104,0,0,40.0625,139.34311073887577,MDH1
GO_Biological_Process_2021,positive regulation of blood vessel endothelial cell migration (GO:0043536),2/48,0.0362586810823975,0.208768725185126,0,0,7.009190526687876,23.25002081713968,ATP5F1A;ATP5F1B
GO_Biological_Process_2021,regulation of sarcomere organization (GO:0060297),1/6,0.0369232602647567,0.208768725185126,0,0,32.04838709677419,105.72485899562612,MYLK3
GO_Biological_Process_2021,positive regulation of cholesterol storage (GO:0010886),1/6,0.0369232602647567,0.208768725185126,0,0,32.04838709677419,105.72485899562612,LPL
GO_Biological_Process_2021,positive regulation of heart rate by epinephrine-norepinephrine (GO:0001996),1/6,0.0369232602647567,0.208768725185126,0,0,32.04838709677419,105.72485899562612,TPM1
GO_Biological_Process_2021,skeletal muscle thin filament assembly (GO:0030240),1/6,0.0369232602647567,0.208768725185126,0,0,32.04838709677419,105.72485899562612,ACTA1
GO_Biological_Process_2021,cellular water homeostasis (GO:0009992),1/6,0.0369232602647567,0.208768725185126,0,0,32.04838709677419,105.72485899562612,AQP4
GO_Biological_Process_2021,proline transport (GO:0015824),1/6,0.0369232602647567,0.208768725185126,0,0,32.04838709677419,105.72485899562612,SLC1A4
GO_Biological_Process_2021,response to glucose (GO:0009749),2/49,0.037650089107127,0.208768725185126,0,0,6.859712852447673,22.4958792345749,UNC13B;LPL
GO_Biological_Process_2021,amino acid transport (GO:0006865),2/50,0.0390617280151273,0.208768725185126,0,0,6.716463414634147,21.77888563484535,SLC1A4;SLC38A3
GO_Biological_Process_2021,positive regulation of fat cell differentiation (GO:0045600),2/51,0.0404932950249343,0.208768725185126,0,0,6.579060892649743,21.096540828376867,FNDC5;LPL
GO_Biological_Process_2021,regulation of release of sequestered calcium ion into cytosol (GO:0051279),2/52,0.041944490298468,0.208768725185126,0,0,6.447154471544716,20.44655852175725,DHRS7C;CASQ1
GO_Biological_Process_2021,fatty acid metabolic process (GO:0006631),3/124,0.0428369949053707,0.208768725185126,0,0,4.014496680666577,12.647082395263762,ACOT2;LPL;ACADM
GO_Biological_Process_2021,positive regulation of chemokine (C-X-C motif) ligand 2 production (GO:2000343),1/7,0.0429442795187326,0.208768725185126,0,0,26.705645161290324,84.06541395869567,LPL
GO_Biological_Process_2021,positive regulation of cytoplasmic translation (GO:2000767),1/7,0.0429442795187326,0.208768725185126,0,0,26.705645161290324,84.06541395869567,PKM
GO_Biological_Process_2021,regulation of transforming growth factor beta activation (GO:1901388),1/7,0.0429442795187326,0.208768725185126,0,0,26.705645161290324,84.06541395869567,ITGB6
GO_Biological_Process_2021,serine transport (GO:0032329),1/7,0.0429442795187326,0.208768725185126,0,0,26.705645161290324,84.06541395869567,SLC1A4
GO_Biological_Process_2021,positive regulation of phospholipid biosynthetic process (GO:0071073),1/7,0.0429442795187326,0.208768725185126,0,0,26.705645161290324,84.06541395869567,FABP3
GO_Biological_Process_2021,synaptic vesicle docking (GO:0016081),1/7,0.0429442795187326,0.208768725185126,0,0,26.705645161290324,84.06541395869567,UNC13B
GO_Biological_Process_2021,maintenance of synapse structure (GO:0099558),1/7,0.0429442795187326,0.208768725185126,0,0,26.705645161290324,84.06541395869567,CHCHD10
GO_Biological_Process_2021,malate metabolic process (GO:0006108),1/7,0.0429442795187326,0.208768725185126,0,0,26.705645161290324,84.06541395869567,MDH1
GO_Biological_Process_2021,creatine metabolic process (GO:0006600),1/7,0.0429442795187326,0.208768725185126,0,0,26.705645161290324,84.06541395869567,CKMT2
GO_Biological_Process_2021,oxygen transport (GO:0015671),1/7,0.0429442795187326,0.208768725185126,0,0,26.705645161290324,84.06541395869567,MB
GO_Biological_Process_2021,regulation of blood vessel endothelial cell migration (GO:0043535),2/55,0.0464128908732538,0.2183966072733558,0,0,6.08130081300813,18.670676197295947,ATP5F1A;ATP5F1B
GO_Biological_Process_2021,regulation of cardiac conduction (GO:1903779),2/55,0.0464128908732538,0.2183966072733558,0,0,6.08130081300813,18.670676197295947,ATP2B2;CASQ1
GO_Biological_Process_2021,triglyceride metabolic process (GO:0006641),2/55,0.0464128908732538,0.2183966072733558,0,0,6.08130081300813,18.670676197295947,FABP3;LPL
GO_Biological_Process_2021,organelle organization (GO:0006996),6/420,0.0484514025185473,0.2183966072733558,0,0,2.370113262696383,7.174792632306213,ALAS1;ATP5F1B;TPM1;CHCHD10;FITM1;ANK1
GO_Biological_Process_2021,basic amino acid transport (GO:0015802),1/8,0.0489279568229514,0.2183966072733558,0,0,22.889400921658986,69.0666232697606,SLC38A3
GO_Biological_Process_2021,histidine catabolic process (GO:0006548),1/8,0.0489279568229514,0.2183966072733558,0,0,22.889400921658986,69.0666232697606,CARNS1
GO_Biological_Process_2021,histidine metabolic process (GO:0006547),1/8,0.0489279568229514,0.2183966072733558,0,0,22.889400921658986,69.0666232697606,CARNS1
GO_Biological_Process_2021,skeletal myofibril assembly (GO:0014866),1/8,0.0489279568229514,0.2183966072733558,0,0,22.889400921658986,69.0666232697606,ACTA1
GO_Biological_Process_2021,water homeostasis (GO:0030104),1/8,0.0489279568229514,0.2183966072733558,0,0,22.889400921658986,69.0666232697606,AQP4
GO_Biological_Process_2021,dicarboxylic acid metabolic process (GO:0043648),2/57,0.0494845989396818,0.2188913340485024,0,0,5.859571322985957,17.614420968146533,ALDH5A1;MDH1
GO_Biological_Process_2021,peptidyl-threonine phosphorylation (GO:0018107),2/60,0.0542256402144079,0.222672645639039,0,0,5.55564900476591,16.192502454483073,MYLK2;SBK1
GO_Biological_Process_2021,adult heart development (GO:0007512),1/9,0.0548745216340605,0.222672645639039,0,0,20.027217741935484,58.13312760621578,MYH7
GO_Biological_Process_2021,IMP metabolic process (GO:0046040),1/9,0.0548745216340605,0.222672645639039,0,0,20.027217741935484,58.13312760621578,ADSS1
GO_Biological_Process_2021,skeletal muscle fiber development (GO:0048741),1/9,0.0548745216340605,0.222672645639039,0,0,20.027217741935484,58.13312760621578,ACTA1
GO_Biological_Process_2021,maintenance of apical/basal cell polarity (GO:0035090),1/9,0.0548745216340605,0.222672645639039,0,0,20.027217741935484,58.13312760621578,ANK1
GO_Biological_Process_2021,maintenance of epithelial cell apical/basal polarity (GO:0045199),1/9,0.0548745216340605,0.222672645639039,0,0,20.027217741935484,58.13312760621578,ANK1
GO_Biological_Process_2021,chylomicron remodeling (GO:0034371),1/9,0.0548745216340605,0.222672645639039,0,0,20.027217741935484,58.13312760621578,LPL
GO_Biological_Process_2021,one-carbon compound transport (GO:0019755),1/9,0.0548745216340605,0.222672645639039,0,0,20.027217741935484,58.13312760621578,UPK3A
GO_Biological_Process_2021,unsaturated fatty acid biosynthetic process (GO:0006636),1/9,0.0548745216340605,0.222672645639039,0,0,20.027217741935484,58.13312760621578,SCD
GO_Biological_Process_2021,very-low-density lipoprotein particle remodeling (GO:0034372),1/9,0.0548745216340605,0.222672645639039,0,0,20.027217741935484,58.13312760621578,LPL
GO_Biological_Process_2021,monocarboxylic acid metabolic process (GO:0032787),3/143,0.0606130634186052,0.2331644001462182,0,0,3.466334894613583,9.71698541110875,CKMT2;ACOT2;LPL
GO_Biological_Process_2021,fatty acid beta-oxidation using acyl-CoA dehydrogenase (GO:0033539),1/10,0.0607842020747778,0.2331644001462182,0,0,17.801075268817204,49.85058258369441,ACADM
GO_Biological_Process_2021,regulation of store-operated calcium entry (GO:2001256),1/10,0.0607842020747778,0.2331644001462182,0,0,17.801075268817204,49.85058258369441,CASQ1
GO_Biological_Process_2021,regulation of actin filament-based movement (GO:1903115),1/10,0.0607842020747778,0.2331644001462182,0,0,17.801075268817204,49.85058258369441,MYLK2
GO_Biological_Process_2021,negative regulation of inclusion body assembly (GO:0090084),1/10,0.0607842020747778,0.2331644001462182,0,0,17.801075268817204,49.85058258369441,HSPA2
GO_Biological_Process_2021,lipid droplet formation (GO:0140042),1/10,0.0607842020747778,0.2331644001462182,0,0,17.801075268817204,49.85058258369441,FITM1
GO_Biological_Process_2021,"complement activation, lectin pathway (GO:0001867)",1/10,0.0607842020747778,0.2331644001462182,0,0,17.801075268817204,49.85058258369441,MASP1
GO_Biological_Process_2021,peptidyl-threonine modification (GO:0018210),2/67,0.0658726379944567,0.2406521871116218,0,0,4.955597248280175,13.479383731897636,MYLK2;SBK1
GO_Biological_Process_2021,erythrocyte development (GO:0048821),1/11,0.0666572249433412,0.2406521871116218,0,0,16.02016129032258,43.38567003358629,ALAS1
GO_Biological_Process_2021,regulation of biosynthetic process (GO:0009889),1/11,0.0666572249433412,0.2406521871116218,0,0,16.02016129032258,43.38567003358629,THRSP
GO_Biological_Process_2021,carnitine shuttle (GO:0006853),1/11,0.0666572249433412,0.2406521871116218,0,0,16.02016129032258,43.38567003358629,THRSP
GO_Biological_Process_2021,positive regulation of lipid localization (GO:1905954),1/11,0.0666572249433412,0.2406521871116218,0,0,16.02016129032258,43.38567003358629,LPL
GO_Biological_Process_2021,skeletal muscle cell differentiation (GO:0035914),1/11,0.0666572249433412,0.2406521871116218,0,0,16.02016129032258,43.38567003358629,MYLK2
GO_Biological_Process_2021,regulation of inclusion body assembly (GO:0090083),1/11,0.0666572249433412,0.2406521871116218,0,0,16.02016129032258,43.38567003358629,HSPA2
GO_Biological_Process_2021,myotube cell development (GO:0014904),1/11,0.0666572249433412,0.2406521871116218,0,0,16.02016129032258,43.38567003358629,ACTA1
GO_Biological_Process_2021,actin filament organization (GO:0007015),3/152,0.0700596024304438,0.2467477775253558,0,0,3.255473649466388,8.65438024042595,ACTA1;TPM2;TPM1
GO_Biological_Process_2021,regulation of sequestering of calcium ion (GO:0051282),1/12,0.0724938156944449,0.2467477775253558,0,0,14.563049853372434,38.21714214339772,CASQ1
GO_Biological_Process_2021,purine nucleoside monophosphate biosynthetic process (GO:0009127),1/12,0.0724938156944449,0.2467477775253558,0,0,14.563049853372434,38.21714214339772,ADSS1
GO_Biological_Process_2021,gas transport (GO:0015669),1/12,0.0724938156944449,0.2467477775253558,0,0,14.563049853372434,38.21714214339772,MB
GO_Biological_Process_2021,regulation of vascular associated smooth muscle cell migration (GO:1904752),1/12,0.0724938156944449,0.2467477775253558,0,0,14.563049853372434,38.21714214339772,TPM1
GO_Biological_Process_2021,calcium ion-regulated exocytosis of neurotransmitter (GO:0048791),1/12,0.0724938156944449,0.2467477775253558,0,0,14.563049853372434,38.21714214339772,UNC13B
GO_Biological_Process_2021,carnitine metabolic process (GO:0009437),1/12,0.0724938156944449,0.2467477775253558,0,0,14.563049853372434,38.21714214339772,ACADM
GO_Biological_Process_2021,phospholipid homeostasis (GO:0055091),1/12,0.0724938156944449,0.2467477775253558,0,0,14.563049853372434,38.21714214339772,FABP3
GO_Biological_Process_2021,cholesterol homeostasis (GO:0042632),2/71,0.0728684882712354,0.2467477775253558,0,0,4.667373630258042,12.22431357530195,FABP3;LPL
GO_Biological_Process_2021,sterol homeostasis (GO:0055092),2/72,0.074653600397869,0.2510610807900937,0,0,4.600464576074332,11.93772954542905,FABP3;LPL
GO_Biological_Process_2021,AMP metabolic process (GO:0046033),1/13,0.0782941984154646,0.254585771006577,0,0,13.348790322580646,34.003130280859715,ADSS1
GO_Biological_Process_2021,carboxylic acid biosynthetic process (GO:0046394),1/13,0.0782941984154646,0.254585771006577,0,0,13.348790322580646,34.003130280859715,CARNS1
GO_Biological_Process_2021,regulation of chemokine (C-X-C motif) ligand 2 production (GO:2000341),1/13,0.0782941984154646,0.254585771006577,0,0,13.348790322580646,34.003130280859715,LPL
GO_Biological_Process_2021,triglyceride-rich lipoprotein particle remodeling (GO:0034370),1/13,0.0782941984154646,0.254585771006577,0,0,13.348790322580646,34.003130280859715,LPL
GO_Biological_Process_2021,very long-chain fatty acid biosynthetic process (GO:0042761),1/13,0.0782941984154646,0.254585771006577,0,0,13.348790322580646,34.003130280859715,TECRL
GO_Biological_Process_2021,phospholipid metabolic process (GO:0006644),2/76,0.0819313428076467,0.2563526121703984,0,0,4.350911887497253,10.885431871233092,FITM1;LPL
GO_Biological_Process_2021,purine ribonucleotide metabolic process (GO:0009150),2/77,0.0837839149121513,0.2563526121703984,0,0,4.2926829268292686,10.643768428024256,ACOT2;ADSS1
GO_Biological_Process_2021,positive regulation of brown fat cell differentiation (GO:0090336),1/14,0.0840585958440613,0.2563526121703984,0,0,12.321339950372208,30.51060905452009,FNDC5
GO_Biological_Process_2021,quinone biosynthetic process (GO:1901663),1/14,0.0840585958440613,0.2563526121703984,0,0,12.321339950372208,30.51060905452009,COQ10A
GO_Biological_Process_2021,heart process (GO:0003015),1/14,0.0840585958440613,0.2563526121703984,0,0,12.321339950372208,30.51060905452009,MYL2
GO_Biological_Process_2021,cell junction maintenance (GO:0034331),1/14,0.0840585958440613,0.2563526121703984,0,0,12.321339950372208,30.51060905452009,CHCHD10
GO_Biological_Process_2021,ribonucleoside monophosphate biosynthetic process (GO:0009156),1/14,0.0840585958440613,0.2563526121703984,0,0,12.321339950372208,30.51060905452009,ADSS1
GO_Biological_Process_2021,negative regulation of smooth muscle cell migration (GO:0014912),1/14,0.0840585958440613,0.2563526121703984,0,0,12.321339950372208,30.51060905452009,TPM1
